I,Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,RoHS,Lifecycle,Product Detail,IP Rating,Product,Contact Gender,Termination Style,UID
52,654-S510DZ1298PNV25,S510DZ-12-98PN(V25),Amphenol Aerospace,https://www.mouser.com/datasheet/2/18/1/Amphenol_121621_Series_5_Catalog_2021-2888626.pdf,9  In Stock,$189.50,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Aerospace/S510DZ-12-98PNV25?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6ymq5iTtnafoY7D6jN%2F%2F24g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=S510DZ-12-98PN%28V25%29&utm_content=Amphenol-Aerospace,,Receptacles,Pin (Male),,52
53,571-DBAS978-25-35SN,DBAS 978-25-35 SN,TE Connectivity / DEUTSCH,https://www.mouser.com/datasheet/2/418/8/ENG_DS_2402115_1_deutsch_dbas9_1221-2897575.pdf,3  In Stock,"$1,487.26",RoHS Compliant By Exemption,New Product,https://www.mouser.com/ProductDetail/TE-Connectivity-DEUTSCH/DBAS-978-25-35-SN?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6F5lRQ2DKqq6Pr9TWPXzFtw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=DBAS%20978-25-35%20SN&utm_content=TE-Connectivity-%2F-DEUTSCH,,,,Crimp,53
54,235-TV07RJ1335DS,TV07RJ13-35DS,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol-2399250.pdf,10  In Stock,$75.60,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/TV07RJ13-35DS?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6HWzvZsFn98YS%252Bb6vmUv7%252Bw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TV07RJ13-35DS&utm_content=Amphenol-Air-LB-Germany,,Receptacles,Socket (Female),Crimp,54
55,654-RTS1BS10N3W3P03,RTS1BS10N3W3P03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS10N3W3P03.pdf,189  In Stock,$12.01,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS10N3W3P03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6%252BoakWvUOj2ToZIaMgNT%252BDQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS10N3W3P03&utm_content=Amphenol-SINE-Systems,"IP69K, IP67",Connectors,Without Pin Contacts,Crimp,55
56,571-DBAS970-25-61SN,DBAS 970-25-61 SN,TE Connectivity / DEUTSCH,https://www.mouser.com/datasheet/2/418/8/ENG_DS_2402115_1_deutsch_dbas9_1221-2897575.pdf,3  In Stock,$831.65,RoHS Compliant By Exemption,New Product,https://www.mouser.com/ProductDetail/TE-Connectivity-DEUTSCH/DBAS-970-25-61-SN?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6hX75JnKZvWJZ2CxRg3mcvQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=DBAS%20970-25-61%20SN&utm_content=TE-Connectivity-%2F-DEUTSCH,,,,Crimp,53
57,654-AHDP042418PNBRA,AHDP04-24-18PN-BRA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP04-24-18PN-BRA.pdf,300  In Stock,$13.16,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP04-24-18PN-BRA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6Vk4%2FDHQpxAhh1HgSt7sYTQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP04-24-18PN-BRA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Pin (Male),Crimp,56
58,654-AHDP042421PNBRA,AHDP04-24-21PN-BRA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP04-24-21PN-BRA.pdf,253  In Stock,$14.30,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP04-24-21PN-BRA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6mUAlvm%2FD4v6pRjIogc7q4Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP04-24-21PN-BRA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Pin (Male),Crimp,57
59,654-AHDP042429PRBRA,AHDP04-24-29PR-BRA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP04-24-29PR-BRA.pdf,280  In Stock,$12.15,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP04-24-29PR-BRA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6IkVuHlQSzAlVH01po3TjPg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP04-24-29PR-BRA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Pin (Male),Crimp,58
60,654-AHDP042447PRBRA,AHDP04-24-47PR-BRA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP04-24-47PR-BRA.pdf,300  In Stock,$14.63,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP04-24-47PR-BRA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6IRV2tX7bGQvBlf0oMrTJEA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP04-24-47PR-BRA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Pin (Male),Crimp,59
61,654-AHDP021814PRWTA,AHDP02-18-14PR-WTA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP02-18-14PR-WTA.pdf,95  In Stock,$14.24,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP02-18-14PR-WTA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6pfxLwm3VCsC27n7rIv60YA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP02-18-14PR-WTA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Pin (Male),Crimp,60
62,654-AHDP041806SNBRA,AHDP04-18-06SN-BRA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP04-18-06SN-BRA.pdf,298  In Stock,$11.93,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP04-18-06SN-BRA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6IYZoDqX1De2KB0hE8V2mdQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP04-18-06SN-BRA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Socket (Female),Crimp,61
63,654-AHDP062423PRBRA,AHDP06-24-23PR-BRA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP06-24-23PR-BRA.pdf,300  In Stock,$15.36,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP06-24-23PR-BRA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS67GNxWz8h1U1hR20%2FQpFuew%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP06-24-23PR-BRA&utm_content=Amphenol-SINE-Systems,IP69X,Plugs,Pin (Male),Crimp,62
64,654-AHDP062418PNBRA,AHDP06-24-18PN-BRA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP06-24-18PN-BRA.pdf,50  In Stock,$16.28,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP06-24-18PN-BRA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6f4ADBYoXHuXa0rqjkWJI0g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP06-24-18PN-BRA&utm_content=Amphenol-SINE-Systems,IP69X,Plugs,Pin (Male),Crimp,63
65,654-AHDP062431STBRA,AHDP06-24-31ST-BRA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP06-24-31ST-BRA.pdf,291  In Stock,$15.53,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP06-24-31ST-BRA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6Of2MkD1vscoSv9f9YlIHUw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP06-24-31ST-BRA&utm_content=Amphenol-SINE-Systems,IP69X,Plugs,Socket (Female),Crimp,64
66,654-MP16M23G15,MP16M23G15,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/MP16M23G15.pdf,522  In Stock,$1.98,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/MP16M23G15?qs=sGAEpiMZZMvwyOPDUMfDH3QFH%2F4Fm5s%252B2zo5nuAYqA1x4rGkc2X2kg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MP16M23G15&utm_content=Amphenol-SINE-Systems,,Contacts,Pin (Male),Crimp,65
67,235-VG9694006C006A,VG96940-06C006A,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_Elektrisch_2bleitende_2bDichtungen_01_201-2999789.pdf,63  In Stock,$24.82,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG96940-06C006A?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6QphHxINXYbYovBh%2FQM7DiQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG96940-06C006A&utm_content=Amphenol-Air-LB-Germany,,,,,66
68,654-RT07103W3SNH,RT07103W3SNH,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT07103W3SNH.pdf,199  In Stock,$17.91,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT07103W3SNH?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6hQ25ANOZf%2FS7sTqJtr7kzg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT07103W3SNH&utm_content=Amphenol-SINE-Systems,,Connectors,Without Socket Contacts,Crimp,67
69,235-VG95328M2016SNJ,VG95328M20-16SNJ,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_J_Plating_05_2021__1_-2999839.pdf,4  In Stock,$246.36,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG95328M20-16SNJ?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6iIuzXMp1DDfvBoDvKAdf5w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG95328M20-16SNJ&utm_content=Amphenol-Air-LB-Germany,,Plugs,Socket (Female),Crimp,68
70,654-AHDP042419PNBRA,AHDP04-24-19PN-BRA,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDP04-24-19PN-BRA.pdf,294  In Stock,$11.97,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDP04-24-19PN-BRA?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6%252BlDszyJyXo%2Fo5fe64LtsZA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDP04-24-19PN-BRA&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Pin (Male),Crimp,69
71,235-GCA01E1811PB,GCA01E-18-11PB,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_GCA__2_-2999752.pdf,5  In Stock,$92.35,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/GCA01E-18-11PB?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6SBN0dv1SyPgi8gyqc0py6g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GCA01E-18-11PB&utm_content=Amphenol-Air-LB-Germany,,Plugs,Pin (Male),Solder,70
72,571-DBAS978G25-35PN,DBAS 978G 25-35 PN,TE Connectivity / DEUTSCH,https://www.mouser.com/datasheet/2/418/8/ENG_DS_2402115_1_deutsch_dbas9_1221-2897575.pdf,3  In Stock,"$1,490.61",RoHS Compliant By Exemption,New Product,https://www.mouser.com/ProductDetail/TE-Connectivity-DEUTSCH/DBAS-978G-25-35-PN?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6lBAg5lMF09CDCZSq3uPHJA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=DBAS%20978G%2025-35%20PN&utm_content=TE-Connectivity-%2F-DEUTSCH,,,,Crimp,53
73,235-VG9694006C003A,VG96940-06C003A,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_Elektrisch_2bleitende_2bDichtungen_01_201-2999789.pdf,38  In Stock,$20.57,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG96940-06C003A?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6xoYm3v2obTJZ0jTYIXXEBQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG96940-06C003A&utm_content=Amphenol-Air-LB-Germany,,,,,66
74,235-GCB3106E14S2SNB,GCB3106E-14S-2SNB,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_GCB_B_VG95324__1_-2999834.pdf,8  In Stock,$65.49,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/GCB3106E-14S-2SNB?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6u%252BaGlYX2gUKVO79UbshOBw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GCB3106E-14S-2SNB&utm_content=Amphenol-Air-LB-Germany,,Connectors,Socket (Female),,71
75,235-EFD20Y3B,EF-D20-Y3-B,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_Elektrisch_2bleitende_2bDichtungen_01_201-2887072.pdf,50  In Stock,$19.94,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/EF-D20-Y3-B?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS69J6c2caGaiH7DliTdFpZrA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EF-D20-Y3-B&utm_content=Amphenol-Air-LB-Germany,,,,,72
76,235-TV07RJ1135DS,TV07RJ11-35DS,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol-2399250.pdf,10  In Stock,$65.78,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/TV07RJ11-35DS?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6%252BYZCZHEaYXQkIb%252BSRoXyWw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TV07RJ11-35DS&utm_content=Amphenol-Air-LB-Germany,,Receptacles,Socket (Female),Crimp,54
77,235-VG9694006CA002A,VG96940-06CA002A,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_Elektrisch_leitende_Dichtungen_01_2018_V0-2933959.pdf,121  In Stock,$15.07,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG96940-06CA002A?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6io1OwU9MA9hH7FZLtfu%2FrQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG96940-06CA002A&utm_content=Amphenol-Air-LB-Germany,,Gaskets,,,73
78,654-RTS1BS16N4PHEC03,RTS1BS16N4PHEC03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS1BS16N4PHEC03.pdf,200  In Stock,$15.95,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS1BS16N4PHEC03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6VEIVfC3W8CPJsYwE8GsqUQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS1BS16N4PHEC03&utm_content=Amphenol-SINE-Systems,"IP67, IP69K",Connectors,Pin (Male),,74
79,654-AHDBM062491SR659,AHDBM06-24-91SR16-059,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/AHDBM06-24-91SR16-059.pdf,47  In Stock,$49.85,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/AHDBM06-24-91SR16-059?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6P3jjbwBM6D7nkdx5zwcIAA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AHDBM06-24-91SR16-059&utm_content=Amphenol-SINE-Systems,IP69X,Receptacles,Pin (Male),,75
80,235-GCB3101E16S1SNB,GCB3101E-16S-1SNB,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_GCB_B_VG95324__1_-2999834.pdf,10  In Stock,$69.30,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/GCB3101E-16S-1SNB?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6n9BggYFMBwjcLsg4p0kyig%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GCB3101E-16S-1SNB&utm_content=Amphenol-Air-LB-Germany,,Receptacles,Socket (Female),,71
81,235-EFD26Y3A,EF-D26-Y3-A,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_Elektrisch_2bleitende_2bDichtungen_01_201-2887072.pdf,50  In Stock,$34.04,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/EF-D26-Y3-A?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6AzUk7Tq46PVAKzuJjkkE1w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EF-D26-Y3-A&utm_content=Amphenol-Air-LB-Germany,,,,,72
82,654-RT06147SNH-K,RT06147SNH-K,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT06147SNH-K.pdf,80  In Stock,$35.79,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT06147SNH-K?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6vmwX9t1JRvv5fq8CunrHDg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT06147SNH-K&utm_content=Amphenol-SINE-Systems,IP67,Connector Kits,Socket (Female),Crimp,76
83,654-TVPS00DS1735P,TVPS00DS-17-35P,Amphenol Aerospace,https://www.mouser.com/datasheet/2/18/1/Amphenol_TVPS00DS_13_4P-2936311.pdf,19  In Stock,$124.89,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Aerospace/TVPS00DS-17-35P?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6d9ITmSXTpb2fGn7%252BstZKKA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TVPS00DS-17-35P&utm_content=Amphenol-Aerospace,,,Pin (Male),,77
84,235-VG95234U120A48PN,VG95234U1-20A48PN,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_J_Plating_05_2021__1_-2999839.pdf,8  In Stock,$77.80,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG95234U1-20A48PN?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4zBG87HiG34Z6hW81CfM%252BBg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG95234U1-20A48PN&utm_content=Amphenol-Air-LB-Germany,,Receptacles,Pin (Male),Crimp,68
85,235-GCA06E10SL4S,GCA06E-10SL-4S,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_GCA__2_-2999752.pdf,9  In Stock,$73.44,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/GCA06E-10SL-4S?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6MmTAFGJgwsQ9K230%2FDuRSg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GCA06E-10SL-4S&utm_content=Amphenol-Air-LB-Germany,,Plugs,Socket (Female),Solder,70
86,235-SJTG06RTDP014SQ,SJTG06RT10-35DP014SQ,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_SJT_Datenstecker_V30092021_EN-2933970.pdf,19  In Stock,$63.42,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/SJTG06RT10-35DP014SQ?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6i8PDYQEL5%2FkDOfvilZj%252BEw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SJTG06RT10-35DP014SQ&utm_content=Amphenol-Air-LB-Germany,,Plugs,Pin (Male),Crimp,78
87,235-VG9694006CA003A,VG96940-06CA003A,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_Elektrisch_leitende_Dichtungen_01_2018_V0-2933959.pdf,40  In Stock,$18.38,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG96940-06CA003A?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6TZBI0iHHtgbqNr4puCeHbg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG96940-06CA003A&utm_content=Amphenol-Air-LB-Germany,,Gaskets,,,73
88,654-S587DZ1098PN,S587DZ-10-98PN,Amphenol Aerospace,https://www.mouser.com/datasheet/2/18/1/Amphenol_121621_Series_5_Catalog_2021-2888626.pdf,10  In Stock,$172.54,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Aerospace/S587DZ-10-98PN?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6DnZMz%252B3vAOf8EZ7yNpJhPA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=S587DZ-10-98PN&utm_content=Amphenol-Aerospace,,Receptacles,Pin (Male),,52
89,571-DBAS9702561PN059,DBAS 970-25-61 PN 059,TE Connectivity / DEUTSCH,https://www.mouser.com/datasheet/2/418/8/ENG_DS_2402115_1_deutsch_dbas9_1221-2897575.pdf,3  In Stock,"$1,044.71",RoHS Compliant By Exemption,New Product,https://www.mouser.com/ProductDetail/TE-Connectivity-DEUTSCH/DBAS-970-25-61-PN-059?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6UWwcAwS1Ye2OK6O5TSSu9A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=DBAS%20970-25-61%20PN%20059&utm_content=TE-Connectivity-%2F-DEUTSCH,,,,Crimp,53
90,571-DBAS978G2504PN1A,DBAS 978G 25-04 PN 1A,TE Connectivity / DEUTSCH,https://www.mouser.com/datasheet/2/418/8/ENG_DS_2402115_1_deutsch_dbas9_1221-2897575.pdf,3  In Stock,"$1,307.80",RoHS Compliant By Exemption,New Product,https://www.mouser.com/ProductDetail/TE-Connectivity-DEUTSCH/DBAS-978G-25-04-PN-1A?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6cLBp%2F8eLypYKxsLr7W9t0g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=DBAS%20978G%2025-04%20PN%201A&utm_content=TE-Connectivity-%2F-DEUTSCH,,,,Crimp,53
91,571-2351378-4,2351378-4,TE Connectivity,https://www.mouser.com/datasheet/2/418/8/ENG_CD_C_2351378_A-3000317.pdf,156  In Stock,$36.45,RoHS Compliant By Exemption,New Product,https://www.mouser.com/ProductDetail/TE-Connectivity/2351378-4?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6RwrzzMDloIK77pT2kw3BKg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2351378-4&utm_content=TE-Connectivity,IP67,Plugs,Pin (Male),Crimp,79
92,571-DBAS978-25-61PN,DBAS 978-25-61 PN,TE Connectivity / DEUTSCH,https://www.mouser.com/datasheet/2/418/8/ENG_DS_2402115_1_deutsch_dbas9_1221-2897575.pdf,3  In Stock,"$1,461.52",RoHS Compliant By Exemption,New Product,https://www.mouser.com/ProductDetail/TE-Connectivity-DEUTSCH/DBAS-978-25-61-PN?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS62aSViBhrNLgEgpBxOBe9tw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=DBAS%20978-25-61%20PN&utm_content=TE-Connectivity-%2F-DEUTSCH,,,,Crimp,53
93,235-EFD12Y2A,EF-D12-Y2-A,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_Elektrisch_2bleitende_2bDichtungen_01_201-2887072.pdf,40  In Stock,$17.76,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/EF-D12-Y2-A?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6upDskgMWcB1Sw4ZjmAAQ8A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EF-D12-Y2-A&utm_content=Amphenol-Air-LB-Germany,,,,,72
94,235-EFD16Y3A,EF-D16-Y3-A,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_Elektrisch_2bleitende_2bDichtungen_01_201-2887072.pdf,50  In Stock,$20.16,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/EF-D16-Y3-A?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6CGC2OeLspOrF7TSubGm9oQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EF-D16-Y3-A&utm_content=Amphenol-Air-LB-Germany,,,,,72
95,235-VG9694006C004B,VG96940-06C004B,Amphenol Air LB Germany,https://www.mouser.com/datasheet/2/18/1/Amphenol_Elektrisch_2bleitende_2bDichtungen_01_201-2999789.pdf,50  In Stock,$16.19,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Air-LB-Germany/VG96940-06C004B?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6ihb6MT89peAVloWRqcjC%252Bg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VG96940-06C004B&utm_content=Amphenol-Air-LB-Germany,,,,,66
96,571-2351378-3,2351378-3,TE Connectivity,https://www.mouser.com/datasheet/2/418/8/ENG_CD_C_2351378_A-3000317.pdf,80  In Stock,$43.01,RoHS Compliant By Exemption,New Product,https://www.mouser.com/ProductDetail/TE-Connectivity/2351378-3?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6HFpchRCojmrq7a8R4tabeA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2351378-3&utm_content=TE-Connectivity,IP67,Plugs,Pin (Male),Crimp,79
